,question,image_file,agentType,minmax_axis_normalized_error
594,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.27222222222222225
595,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.2147555555555556
596,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.11182222222222223
597,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.284
598,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.19444444444444445
599,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.023733333333333332
600,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.06337037037037037
601,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.07144444444444444
602,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.09435555555555555
603,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.0796111111111111
604,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.14744444444444443
605,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.27897777777777777
606,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,GPT-4V,0.0631111111111111
607,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Human/Math-2-1,0.03728571428571429
608,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Human/Math-3,0.005555555555555556
609,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.2076888888888889
610,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.13848888888888888
611,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.05355555555555556
612,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.27897777777777777
613,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.07533333333333334
614,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.0102037037037037
615,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.01033333333333333
616,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.05355555555555556
617,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.07506666666666667
618,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.09466666666666666
619,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.13808888888888887
620,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderalph_colorgrey20.png,GPT-4V,0.025233333333333337
621,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderalph_colorgrey20.png,Human/Math-2-1,0.10346464646464647
622,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderalph_colorgrey20.png,Human/Math-3,0.11152777777777778
623,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.05355555555555556
624,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.13666666666666666
625,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.06577777777777778
626,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.22262222222222222
627,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.027466666666666667
628,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.0925925925925926
629,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.029999999999999992
630,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.2414222222222222
631,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.13333333333333336
632,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.2161111111111111
633,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.19444444444444445
634,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.06866666666666667
635,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.05071111111111111
636,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.07777777777777778
637,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.11617777777777778
638,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.10182222222222222
639,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.07736507936507937
640,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.22262222222222222
641,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.06866666666666667
642,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.13369135802469134
643,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.022222222222222223
644,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.2213
645,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.08475555555555556
646,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.05355555555555556
647,"On average, how many miles per hour are storms categorized as tropical storms?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.22262222222222222
648,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.31680246913580246
649,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.5931296296296297
650,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.30766666666666664
651,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.40842222222222224
652,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.3028666666666667
653,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.3111111111111111
654,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.5028666666666667
655,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.4935
656,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.3274259259259259
657,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.2847037037037037
658,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.4075277777777778
659,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.3039777777777778
660,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.6065555555555555
661,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.49462222222222224
662,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,GPT-4V,0.03655555555555555
663,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Human/Math-2-1,0.5185185185185185
664,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Human/Math-3,0.3710555555555555
665,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.6996388888888889
666,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.3435111111111111
667,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.4736666666666666
668,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.4973111111111111
669,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.0671111111111111
670,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.22597222222222224
671,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.03255555555555555
672,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.4974814814814816
673,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.3897111111111111
674,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.5237777777777778
675,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.4474888888888889
676,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderalph_colorgrey20.png,GPT-4V,0.16016666666666665
677,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderalph_colorgrey20.png,Human/Math-2-1,0.06033333333333333
678,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderalph_colorgrey20.png,Human/Math-3,0.0762
679,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.31569135802469134
680,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.27888888888888885
681,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.5857619047619048
682,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.3946222222222222
683,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.1448888888888889
684,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.13044444444444445
685,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.03285185185185184
686,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.5712469135802469
687,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.4052666666666667
688,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.5765555555555556
689,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.45877777777777773
690,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.181
691,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.12692592592592594
692,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.0032666666666666642
693,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.5503555555555556
694,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.3401777777777778
695,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.381
696,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.41146666666666665
697,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.15877777777777777
698,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.07037037037037037
699,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.06003703703703705
700,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.43077777777777776
701,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.24046666666666666
702,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.5338888888888889
703,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.4311111111111111
704,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderalph_colorgrey20.png,GPT-4V,0.14444444444444443
705,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.17777777777777778
706,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.18644444444444444
707,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.24565555555555557
708,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.17222222222222222
709,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.01949382716049383
710,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.23174603174603176
711,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.05555555555555556
712,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.1608888888888889
713,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.1872222222222222
714,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.6377777777777778
715,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.25222222222222224
716,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.014583333333333334
717,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.08393333333333333
718,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,GPT-4V,0.08888888888888889
719,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Human/Math-2-1,0.023799999999999998
720,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Human/Math-3,0.005555555555555556
721,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.42038888888888887
722,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.2477777777777778
723,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.0375
724,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.4222222222222222
725,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.08888888888888889
726,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.02158730158730159
727,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.009259259259259259
728,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.49331111111111114
729,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.15888888888888889
730,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.03492063492063492
731,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.33888888888888885
732,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderalph_colorgrey20.png,GPT-4V,0.24073333333333333
733,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderalph_colorgrey20.png,Human/Math-2-1,0.026666666666666665
734,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderalph_colorgrey20.png,Human/Math-3,0.011111111111111112
735,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.6277777777777778
736,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.3246913580246914
737,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderalph_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.028749999999999998
738,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderalph_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.1074074074074074
739,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,GPT-4V,0.11850000000000001
740,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Human/Math-2-1,0.01507936507936508
741,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Human/Math-3,0.022222222222222223
742,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.08333333333333333
743,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.36666666666666664
744,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,Salesforce/blip2-opt-2.7b,0.023703703703703703
745,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,llava-hf/llava-1.5-7b-hf,0.08888888888888889
746,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Human/Math-2-1,0.29074074074074074
747,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Human/Math-3,0.6111111111111112
748,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xl,0.20694444444444446
749,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",storms_x1status_facetnone_reorderalph_colorgrey20.png,Salesforce/blip2-flan-t5-xxl,0.12222222222222223
