,Unnamed: 0,question,correct_answer,image_file,image_link,task_category,chart_type,text_input_type,dataset,x1,num_bars,facet,num_facets,reorder,description,min_label,max_label
62,62,"Among small pizzas, how many more orders are made of most frequently ordered type of pizza compared to least frequently ordered type of pizza?",1.11,pizza_x1size_facetname_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetname_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,pizza,size,3,name,4,large_to_small,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
63,63,"Among small pizzas, how many more orders are made of most frequently ordered type of pizza compared to least frequently ordered type of pizza?",1.11,pizza_x1size_facetname_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetname_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,pizza,size,3,name,4,alph,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
64,64,"Among small pizzas, how many more orders are made of most frequently ordered type of pizza compared to least frequently ordered type of pizza?",1.11,pizza_x1size_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,pizza,size,3,none,1,alph,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
65,65,How many more orders of pizzas are made between the pizza type with the most orders compared to the type with the lowest orders? ,0.42,pizza_x1size_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,pizza,size,3,none,1,alph,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
66,66,"On average, how many orders of large pizzas are made?",5.04,pizza_x1size_facetname_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetname_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,pizza,size,3,name,4,alph,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
67,67,"On average, how many more orders are made of large pizzas compared to small pizzas?",0.44,pizza_x1size_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetnone_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,pizza,size,3,none,1,large_to_small,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
68,68,"On average, how many orders of large pepperoni pizzas are made?",5.0,pizza_x1size_facetname_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetname_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,pizza,size,3,name,4,alph,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
69,69,"On average, what is the rating of 1990s movies within the Action genre?",4.45,movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetgenre_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,movies,decade,4,genre,4,large_to_small,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
70,70,"On average, how many more orders are made of large pizzas compared to small pizzas?",0.44,pizza_x1name_facetsize_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1name_facetsize_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,pizza,name,4,size,3,alph,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
71,71,"On average, how much higher is the education level of people who report being very happy compared to people who report being unhappy? ",0.05,happiness_x1region_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/happiness/happiness_x1region_facetnone_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,happiness,region,4,none,1,large_to_small,"This data visualization is intended to show information about: education levels of people who report different levels of happiness across different regions of the United States. In this dataset, there are 3 levels of happiness categorized as “very happy”, “pretty happy”, and “not too happy” and 4 regions spanning the East Coast, Midwest, South, and West Coast.",0,20.0
72,72,"Among small pizzas, how many more orders are made of most frequently ordered type of pizza compared to least frequently ordered type of pizza?",1.11,pizza_x1name_facetsize_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1name_facetsize_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,pizza,name,4,size,3,alph,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
73,73,"On average, how many orders of large pizzas are made?",5.04,pizza_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,pizza,name,4,none,1,large_to_small,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
74,74,"On average, how many orders of large pepperoni pizzas are made?",5.0,pizza_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,pizza,name,4,none,1,large_to_small,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
75,75,"On average, what is the rating of 1990s movies within the Action genre?",4.45,movies_x1decade_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetnone_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,movies,decade,4,none,1,alph,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
76,76,"On average, how many orders of large pizzas are made?",5.04,pizza_x1size_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/pizza/pizza_x1size_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,pizza,size,3,none,1,large_to_small,"This data visualization is intended to show information about: number of pizza orders for different kinds of pizzas across different sizes. In this dataset, there are 4 kinds of pizzas “bbq chicken”, “deluxe”, “hawaiian”, and “pepperoni” and 3 different sizes of large (L), medium (M), and small (S).",0,10.0
77,77,"On average, what is the rating of Action movies?",4.87,movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,movies,genre,4,decade,4,large_to_small,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
78,78,"On average, how much higher are ratings of Drama movies compared to the Comedy movies? ",0.33,movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,movies,genre,4,decade,4,large_to_small,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
79,79,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",1.12,movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,movies,genre,4,decade,4,large_to_small,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
80,80,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",1.47,movies_x1decade_facetgenre_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetgenre_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,movies,decade,4,genre,4,alph,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
81,81,"Within Drama movies, how much higher are ratings from the decade with the highest ratings compared to the decade with the lowest ratings? ",1.47,movies_x1genre_facetdecade_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,movies,genre,4,decade,4,alph,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
82,82,"On average, what is the rating of 1990s movies within the Action genre?",4.45,movies_x1genre_facetdecade_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetdecade_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,movies,genre,4,decade,4,alph,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
83,83,How much higher are ratings of movies from the decade with the highest ratings compared to the decade with the lowest ratings?,0.87,movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1decade_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,movies,decade,4,none,1,large_to_small,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
84,84,"On average, how much higher are ratings of Action movies from the 2000s compared to the 1990s?",1.12,movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/movies/movies_x1genre_facetnone_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,movies,genre,4,none,1,large_to_small,"This data visualization is intended to show information about: movie ratings of different genres across different decades. In this dataset, there are 4 movie genres “Action”, “Comedy”, “Drama”, and “Romance” and 4 decades spanning the “1970s”, “1980s”, “1990s”, “2000s”.",0,7.5
85,85,How much higher is the injury severity level of accidents in the decade with the higher severity compared to the lower severity?,0.36,accidents_x1decade_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/accidents/accidents_x1decade_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,accidents,decade,2,none,1,alph,"This data visualization is intended to show information about: severity level of injuries reported for during car accidents across different decades. In this dataset, there are 2 reported injury types for “drivers” and “passengers” and 2 decades spanning the “1990s” and “2000s”.",0,6.0
86,86,How much longer does it take runners from the state with the longest times to complete the race compared to runners from the state with the fastest times?,0.05,race_x1sex_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/race/race_x1sex_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,race,sex,2,none,1,alph,"This data visualization is intended to show information about: marathon times of runners from different states across the United States. In this dataset, there are 2 reported genders “Men” and “Women” and 3 states spanning Virginia “VA), District Columbia (DC), and “Maryland (MD).",0,2.5
87,87,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",51.31,star_x1grade_facetclass_type_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,star,grade,4,class_type,3,alph,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
88,88,How much higher are reading scores between the grade with the highest scores compared to the grade with the lowest score?,199.19,star_x1grade_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetnone_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,star,grade,4,none,1,alph,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
89,89,"On average, how much higher are reading scores of students in small-sized classrooms compared to regular-sized classrooms? ",51.31,star_x1grade_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetnone_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,star,grade,4,none,1,alph,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
90,90,"On average, what is the reading score of students who are in regular-sized classrooms? ",492.11,star_x1grade_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetnone_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,star,grade,4,none,1,alph,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
91,91,"On average, what is the reading score of students who are in regular-sized classrooms? ",492.11,star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,star,grade,4,none,1,large_to_small,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
92,92,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",56.29,storms_x1name_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,name,4,none,1,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
93,93,"On average, how many miles per hour was Emily when categorized as a hurricane?",85.0,storms_x1name_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,storms,name,4,none,1,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
94,94,"On average, how many miles per hour was Emily when categorized as a hurricane?",85.0,storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetnone_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,storms,name,4,none,1,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
95,95,How many miles per hour faster was the fastest storm compared to the slowest storm?,21.61,storms_x1name_facetstatus_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderalph_colorgrey20.png,determine_range,barchart,open_ended_question,storms,name,4,status,3,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
96,96,"On average, how many miles per hour are storms categorized as tropical storms?",43.82,storms_x1name_facetstatus_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,storms,name,4,status,3,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
97,97,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",56.29,storms_x1name_facetstatus_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,name,4,status,3,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
98,98,How many miles per hour faster was the fastest storm compared to the slowest storm?,21.61,storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,storms,name,4,status,3,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
99,99,"On average, how many miles per hour are storms categorized as tropical storms?",43.82,storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,storms,name,4,status,3,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
100,100,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",56.29,storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,name,4,status,3,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
101,101,"On average, how many miles per hour faster was Hurricane Alberto compared to Hurricane Claudette?",2.0,storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1name_facetstatus_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,name,4,status,3,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
102,102,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",56.29,storms_x1status_facetname_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,status,3,name,4,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
103,103,"On average, how many miles per hour was Emily when categorized as a hurricane?",85.0,storms_x1status_facetname_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,storms,status,3,name,4,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
104,104,"On average, how many miles per hour was Emily when categorized as a hurricane?",85.0,storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,retrieve_value,barchart,open_ended_question,storms,status,3,name,4,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
105,105,"Within storms categorized as hurricanes, how many more miles per hour was the fastest storm compared to the slowest storm? ",12.08,storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetname_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,storms,status,3,name,4,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
106,106,"On average, how many miles per hour are storms categorized as tropical storms?",43.82,storms_x1status_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderalph_colorgrey20.png,retrieve_value,barchart,open_ended_question,storms,status,3,none,1,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
107,107,"On average, how many miles per hour faster are storms categorized as hurricanes compared to those categorized as tropical depressions?",56.29,storms_x1status_facetnone_reorderalph_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderalph_colorgrey20.png,make_comparisons,barchart,open_ended_question,storms,status,3,none,1,alph,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
108,108,How many miles per hour faster was the fastest storm compared to the slowest storm?,21.61,storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/storms/storms_x1status_facetnone_reorderlarge_to_small_colorgrey20.png,determine_range,barchart,open_ended_question,storms,status,3,none,1,large_to_small,"This data visualization is intended to show information about: wind speeds (mph) of different storms categorized at different levels. In this dataset, there are 4 storms named “Alberto”, “Bonnie”, “Claudette”, and “Emily” and 4 storm levels categorized as hurricanes, tropical storms, and tropical depressions.",0,90.0
109,109,"On average, how much higher are reading scores by 3rd graders in regular-sized classrooms compared to kindergarteners in regular-sized classrooms?",151.8,star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,https://data-visualization-benchmark.s3.us-west-2.amazonaws.com/holf/images/star/star_x1grade_facetclass_type_reorderlarge_to_small_colorgrey20.png,make_comparisons,barchart,open_ended_question,star,grade,4,class_type,3,large_to_small,"This data visualization is intended to show information about: reading scores of elementary school students from different classroom types across different grade levels. In this dataset, there are 3 types of classrooms categorized as “regular-sized (reg)”, “regular-sized with a teaching assistant (reg+A)”, and “small” and 4 grade levels spanning kindergarten, 1st grade, 2nd grade, and 3rd grade.",0,600.0
